,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,params,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,system_attrs,system_attrs
55,55,TrialState.COMPLETE,0.10490693739424703,2019-10-12 20:56:30.801110,2019-10-12 20:57:26.984332,2,30.0,0.25,0.001,,True,False,50.0,2,0.02688352352119167,0.05483028720626632,0.6363636363636364,0.03298842672030776,0.06369426751592357,0.5555555555555556,0.009500344594319662,0.0286584675994532,0.28948622941970825,0.05740740740740741,0.6078431372549019,clf_images/saved_models/clf_enemy/12_Oct_2019__20_57_13,55,
56,56,TrialState.COMPLETE,0.014644351464435146,2019-10-12 20:57:27.693258,2019-10-12 20:58:40.460331,1,40.0,0.25,0.001,,True,False,50.0,3,0.014892698851834288,0.013953488372093023,0.2,0.0082302332557548,0.0020920502092050207,0.05555555555555555,0.010207176208496094,0.01138536564156337,0.6356027722358704,0.007709251101321586,0.14583333333333334,clf_images/saved_models/clf_enemy/12_Oct_2019__20_58_17,56,
57,57,TrialState.COMPLETE,0.07216494845360825,2019-10-12 20:58:40.916029,2019-10-12 20:59:33.754578,1,30.0,0.25,0.001,,True,False,50.0,1,0.02779218608096346,0.05379746835443038,0.5151515151515151,0.013963819703140423,0.02689486552567237,0.6111111111111112,0.008199850718180338,0.019991080082991566,0.4587363600730896,0.038620689655172416,0.5490196078431373,clf_images/saved_models/clf_enemy/12_Oct_2019__20_59_19,57,
58,58,TrialState.COMPLETE,0.08458390177353342,2019-10-12 20:59:34.217326,2019-10-12 21:00:33.817082,1,30.0,0.25,0.001,,True,False,50.0,2,0.02063946485512277,0.043478260869565216,0.6060606060606061,0.025533580040066544,0.04954954954954955,0.6111111111111112,0.00957330067952474,0.022232563932919717,0.37338778376579285,0.045454545454545456,0.6078431372549019,clf_images/saved_models/clf_enemy/12_Oct_2019__21_00_18,58,
59,59,TrialState.COMPLETE,0.025945945945945945,2019-10-12 21:00:34.307963,2019-10-12 21:01:42.464379,1,40.0,0.25,0.001,,True,False,50.0,3,0.019056244835698396,0.02195121951219512,0.3,0.00968766055457242,0.006423982869379015,0.16666666666666666,0.010451952616373697,0.01406750041233941,0.5313636064529419,0.013683010262257697,0.25,clf_images/saved_models/clf_enemy/12_Oct_2019__21_01_23,59,
60,60,TrialState.COMPLETE,0.015086206896551721,2019-10-12 21:01:42.938663,2019-10-12 21:02:48.613982,1,40.0,0.25,0.001,,True,False,50.0,3,0.016621141534904193,0.007177033492822967,0.1,0.009393771028371687,0.008658008658008658,0.2222222222222222,0.010706027348836264,0.012826772018974628,0.5513446927070618,0.007954545454545454,0.14583333333333334,clf_images/saved_models/clf_enemy/12_Oct_2019__21_02_29,60,
61,61,TrialState.COMPLETE,0.01824401368301026,2019-10-12 21:02:49.081340,2019-10-12 21:03:55.807449,1,40.0,0.25,0.001,,True,False,50.0,3,0.01605407271418214,0.01580135440180587,0.23333333333333334,0.011945831921059635,0.0025906735751295338,0.05555555555555555,0.01045552889506022,0.014141188581316895,0.5480908155441284,0.009650180940892641,0.16666666666666666,clf_images/saved_models/clf_enemy/12_Oct_2019__21_03_34,61,
62,62,TrialState.COMPLETE,0.013536379018612519,2019-10-12 21:03:56.286246,2019-10-12 21:05:03.875919,1,40.0,0.25,0.001,,True,False,50.0,3,0.012429467379873488,0.010889292196007259,0.2,0.00732281585149057,0.003430531732418525,0.1111111111111111,0.010474920272827148,0.009804090094999376,0.6166927218437195,0.007054673721340388,0.16666666666666666,clf_images/saved_models/clf_enemy/12_Oct_2019__21_04_45,62,
63,63,TrialState.COMPLETE,0.033623188405797096,2019-10-12 21:05:04.368689,2019-10-12 21:06:32.197123,1,40.0,0.25,0.001,,False,False,50.0,2,0.012954103060902014,0.02481389578163772,0.6060606060606061,0.0056551295755125665,0.010368663594470046,0.5,0.047618865966796875,0.00916945014255193,0.3817770481109619,0.017323775388291517,0.5686274509803921,clf_images/saved_models/clf_enemy/12_Oct_2019__21_06_16,63,
64,64,TrialState.COMPLETE,0.02699896157840083,2019-10-12 21:06:32.671507,2019-10-12 21:07:37.913038,1,40.0,0.25,0.001,,True,False,50.0,3,0.021227104088567074,0.023323615160349854,0.26666666666666666,0.00911667478596695,0.008741258741258742,0.2777777777777778,0.010694106419881185,0.0136564313442094,0.5455396771430969,0.014207650273224045,0.2708333333333333,clf_images/saved_models/clf_enemy/12_Oct_2019__21_07_19,64,
65,65,TrialState.COMPLETE,0.15810276679841898,2019-10-12 21:07:38.430162,2019-10-12 21:08:30.574899,2,40.0,0.25,0.001,,True,False,50.0,1,0.034396096253758876,0.07570977917981073,0.7272727272727273,0.04457720159783596,0.11594202898550725,0.8888888888888888,0.008774916330973307,0.0374839919405339,0.40068697929382324,0.08791208791208792,0.7843137254901961,clf_images/saved_models/clf_enemy/12_Oct_2019__21_08_16,65,
66,66,TrialState.COMPLETE,0.0147329650092081,2019-10-12 21:08:31.139862,2019-10-12 21:10:01.421478,1,40.0,0.25,0.0001,,True,True,50.0,3,0.02385439660850799,0.010273972602739725,0.0967741935483871,0.006212496659502808,0.0049504950495049506,0.05555555555555555,0.022336244583129883,0.016640502297376313,0.4644828140735626,0.008097165991902834,0.08163265306122448,clf_images/saved_models/clf_enemy/12_Oct_2019__21_09_30,66,
67,67,TrialState.RUNNING,,2019-10-12 21:10:01.905178,,3,50.0,0.25,0.001,,True,False,50.0,2,,,,,,,,,,,,,67,
68,68,TrialState.COMPLETE,0.11073825503355705,2019-10-12 23:13:04.356379,2019-10-12 23:15:14.371153,3,50.0,0.25,0.001,,True,False,50.0,2,0.02491060508810452,0.05459057071960298,0.6666666666666666,0.03832345898240863,0.07746478873239436,0.6111111111111112,0.024563153584798176,0.028405330322950725,0.2734151780605316,0.060550458715596334,0.6470588235294118,clf_images/saved_models/clf_enemy/12_Oct_2019__23_14_59,68,
69,69,TrialState.COMPLETE,0.12302839116719243,2019-10-12 23:15:14.945368,2019-10-12 23:16:15.344552,3,40.0,0.25,0.001,,True,False,50.0,2,0.023836788377090457,0.05555555555555555,0.7575757575757576,0.04173295880656337,0.10526315789473684,0.7777777777777778,0.01612091064453125,0.02791944818347107,0.27997857332229614,0.06689536878216124,0.7647058823529411,clf_images/saved_models/clf_enemy/12_Oct_2019__23_15_59,69,
70,70,TrialState.COMPLETE,0.00718562874251497,2019-10-12 23:16:16.115032,2019-10-12 23:17:22.850209,2,40.0,0.25,0.001,,True,False,50.0,3,0.023669567001235195,0.004048582995951417,0.03333333333333333,0.007664310390866463,0.003703703703703704,0.1111111111111111,0.01344736417134603,0.012687561194883077,0.4459262788295746,0.0038119440914866584,0.0625,clf_images/saved_models/clf_enemy/12_Oct_2019__23_17_05,70,
71,71,TrialState.COMPLETE,0.016210739614994935,2019-10-12 23:17:23.359163,2019-10-12 23:18:32.397776,1,40.0,0.25,0.001,,True,False,50.0,3,0.015605376012505227,0.013574660633484163,0.2,0.008531341132323862,0.004024144869215292,0.1111111111111111,0.010320425033569336,0.011861185026935324,0.5597791075706482,0.008519701810436636,0.16666666666666666,clf_images/saved_models/clf_enemy/12_Oct_2019__23_18_13,71,
72,72,TrialState.COMPLETE,0.09216589861751152,2019-10-12 23:18:33.012939,2019-10-12 23:19:29.678084,2,40.0,0.25,0.001,,True,False,50.0,2,0.02529247164589022,0.05793450881612091,0.696969696969697,0.026336464625430076,0.034482758620689655,0.3888888888888889,0.009493430455525717,0.02564568927063454,0.28339439630508423,0.05,0.5882352941176471,clf_images/saved_models/clf_enemy/12_Oct_2019__23_19_16,72,
73,73,TrialState.COMPLETE,0.01762114537444934,2019-10-12 23:19:30.230320,2019-10-12 23:20:42.875366,1,40.0,0.25,0.001,,True,False,50.0,3,0.01789861388807838,0.010101010101010102,0.13333333333333333,0.009897156248234557,0.008620689655172414,0.2222222222222222,0.010068019231160482,0.013581548370767294,0.5838419795036316,0.009302325581395349,0.16666666666666666,clf_images/saved_models/clf_enemy/12_Oct_2019__23_20_20,73,
74,74,TrialState.COMPLETE,0.07222222222222222,2019-10-12 23:20:43.398328,2019-10-12 23:22:48.102613,1,40.0,0.5,0.001,,True,False,50.0,3,0.02224733115172724,0.042492917847025496,0.45454545454545453,0.017213594946809872,0.03481012658227848,0.6111111111111112,0.06998149553934734,0.019869662032513658,0.3820931017398834,0.03886397608370702,0.5098039215686274,clf_images/saved_models/clf_enemy/12_Oct_2019__23_22_30,74,
75,75,TrialState.COMPLETE,0.07989347536617844,2019-10-12 23:22:48.680733,2019-10-12 23:23:48.324874,1,40.0,0.25,0.001,,True,False,50.0,2,0.0214034728011199,0.045454545454545456,0.5757575757575758,0.01947745160424221,0.03900709219858156,0.6111111111111112,0.009486913681030273,0.02062756140466346,0.3777022063732147,0.04285714285714286,0.5882352941176471,clf_images/saved_models/clf_enemy/12_Oct_2019__23_23_32,75,
76,76,TrialState.COMPLETE,0.030112923462986198,2019-10-12 23:23:48.849791,2019-10-12 23:24:55.946984,1,40.0,0.25,0.001,,True,False,50.0,3,0.017471266869077122,0.018867924528301886,0.26666666666666666,0.012035981146042943,0.012307692307692308,0.2222222222222222,0.010664065678914389,0.015112831809015563,0.5323105454444885,0.01602136181575434,0.25,clf_images/saved_models/clf_enemy/12_Oct_2019__23_24_36,76,
77,77,TrialState.COMPLETE,0.08592910848549948,2019-10-12 23:24:56.524834,2019-10-12 23:27:15.266803,2,40.0,0.25,0.001,,False,False,50.0,3,0.025934452134284795,0.05627705627705628,0.7878787878787878,0.016082031969852452,0.03349282296650718,0.7777777777777778,0.06573843955993652,0.021254552556179435,0.31480929255485535,0.045454545454545456,0.7843137254901961,clf_images/saved_models/clf_enemy/12_Oct_2019__23_27_01,77,
78,78,TrialState.COMPLETE,0.12720848056537104,2019-10-12 23:27:15.811978,2019-10-12 23:28:09.462228,3,40.0,0.25,0.001,,True,False,50.0,2,0.02713933244879384,0.05994550408719346,0.6666666666666666,0.03766463686807698,0.0945945945945946,0.7777777777777778,0.009366591771443685,0.030164080126568415,0.2921828031539917,0.06990291262135923,0.7058823529411765,clf_images/saved_models/clf_enemy/12_Oct_2019__23_27_57,78,
79,79,TrialState.COMPLETE,0.11047619047619046,2019-10-12 23:28:10.114311,2019-10-12 23:29:07.234878,3,40.0,0.25,0.001,,True,False,50.0,2,0.028026420457464316,0.05730659025787966,0.6060606060606061,0.044085971334571865,0.072,0.5,0.00942699114481608,0.03226153408539352,0.2778305113315582,0.06118143459915612,0.5686274509803921,clf_images/saved_models/clf_enemy/12_Oct_2019__23_28_55,79,
80,80,TrialState.COMPLETE,0.0,2019-10-12 23:29:07.770546,2019-10-12 23:30:04.600472,4,50.0,0.25,0.001,,True,False,50.0,3,0.02362522942173258,0.0,0.0,0.01564620038093224,0.0,0.0,0.015405495961507162,0.020289253954796495,0.2819788157939911,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_29_52,80,
81,81,TrialState.COMPLETE,0.12933025404157042,2019-10-12 23:30:05.167305,2019-10-12 23:31:02.208193,4,40.0,0.25,0.001,,True,False,50.0,2,0.032085315947013054,0.06825938566552901,0.6060606060606061,0.057236670053709485,0.0898876404494382,0.4444444444444444,0.009501298268636068,0.03794518640642662,0.2420603483915329,0.07329842931937172,0.5490196078431373,clf_images/saved_models/clf_enemy/12_Oct_2019__23_30_51,81,
82,82,TrialState.COMPLETE,0.00816326530612245,2019-10-12 23:31:02.728829,2019-10-12 23:32:01.311134,4,50.0,0.25,0.001,,True,False,50.0,3,0.023321339408610246,0.009345794392523364,0.06666666666666667,0.014112036849122206,0.0,0.0,0.011064608891805014,0.01857083944579741,0.2668444514274597,0.004524886877828055,0.041666666666666664,clf_images/saved_models/clf_enemy/12_Oct_2019__23_31_48,82,
83,83,TrialState.COMPLETE,0.03234501347708895,2019-10-12 23:32:01.895652,2019-10-12 23:33:06.117620,1,40.0,0.25,0.001,,True,False,50.0,3,0.022645829948973833,0.025477707006369428,0.26666666666666666,0.011761892139129268,0.010526315789473684,0.2222222222222222,0.010598103205362955,0.01668632509632119,0.49207448959350586,0.01729106628242075,0.25,clf_images/saved_models/clf_enemy/12_Oct_2019__23_32_48,83,
84,84,TrialState.COMPLETE,0.01937046004842615,2019-10-12 23:33:06.631626,2019-10-12 23:34:14.853862,1,40.0,0.25,0.001,,True,False,50.0,3,0.020681534467336234,0.01098901098901099,0.13333333333333333,0.011492404390667923,0.00966183574879227,0.2222222222222222,0.010574261347452799,0.015791688899546154,0.5412957668304443,0.010282776349614395,0.16666666666666666,clf_images/saved_models/clf_enemy/12_Oct_2019__23_33_53,84,
85,85,TrialState.COMPLETE,0.0745920745920746,2019-10-12 23:34:15.442497,2019-10-12 23:35:25.407265,1,40.0,0.25,0.0001,,True,True,50.0,2,0.022340562101881643,0.04849884526558892,0.6363636363636364,0.015809729790661406,0.029411764705882353,0.6111111111111112,0.01803286870320638,0.019313881452072013,0.3996542692184448,0.03965303593556382,0.6274509803921569,clf_images/saved_models/clf_enemy/12_Oct_2019__23_35_07,85,
86,86,TrialState.COMPLETE,0.012285012285012283,2019-10-12 23:35:25.964631,2019-10-12 23:36:31.434893,2,40.0,0.25,0.001,,True,False,50.0,3,0.018365816669306798,0.011961722488038277,0.16666666666666666,0.009384242913805395,0.0,0.0,0.010541121164957682,0.014285415015371434,0.4431792199611664,0.006527415143603133,0.10416666666666667,clf_images/saved_models/clf_enemy/12_Oct_2019__23_36_14,86,
87,87,TrialState.COMPLETE,0.04192355117139334,2019-10-12 23:36:32.010174,2019-10-12 23:37:40.558430,1,40.0,0.25,0.001,,True,False,50.0,3,0.016794194474596343,0.026634382566585957,0.36666666666666664,0.011014196681142301,0.017142857142857144,0.3333333333333333,0.010509173075358072,0.0141428193399844,0.5654680728912354,0.022280471821756225,0.3541666666666667,clf_images/saved_models/clf_enemy/12_Oct_2019__23_37_18,87,
88,88,TrialState.COMPLETE,0.0,2019-10-12 23:37:41.294267,2019-10-12 23:38:36.953946,4,50.0,0.25,0.001,,True,False,50.0,3,0.024108685131566412,0.0,0.0,0.01571334387544259,0.0,0.0,0.010820309321085611,0.02000863475066873,0.2919330894947052,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_38_26,88,
89,89,TrialState.COMPLETE,0.011952191235059762,2019-10-12 23:38:37.526426,2019-10-12 23:39:33.883186,4,40.0,0.25,0.001,,True,False,50.0,3,0.026879366301243622,0.013333333333333334,0.1,0.015878727169529393,0.0,0.0,0.010405778884887695,0.02133058577004856,0.27769145369529724,0.006607929515418502,0.0625,clf_images/saved_models/clf_enemy/12_Oct_2019__23_39_21,89,
90,90,TrialState.COMPLETE,0.007889546351084813,2019-10-12 23:39:34.439186,2019-10-12 23:40:32.985921,4,40.0,0.25,0.001,,True,False,50.0,3,0.023789079012916985,0.007692307692307693,0.06666666666666667,0.013975028374196766,0.0,0.0,0.01060032844543457,0.019534185598744164,0.2911573350429535,0.004357298474945534,0.041666666666666664,clf_images/saved_models/clf_enemy/12_Oct_2019__23_40_19,90,
91,91,TrialState.COMPLETE,0.0030211480362537764,2019-10-12 23:40:33.548929,2019-10-12 23:41:35.382536,4,40.0,0.25,0.001,,True,False,50.0,3,0.021014185877614253,0.004081632653061225,0.03333333333333333,0.010610194791629498,0.0,0.0,0.010753870010375977,0.014761624459489866,0.2932654321193695,0.0016286644951140066,0.020833333333333332,clf_images/saved_models/clf_enemy/12_Oct_2019__23_41_19,91,
92,92,TrialState.COMPLETE,0.008602150537634409,2019-10-12 23:41:35.928851,2019-10-12 23:42:32.657670,4,40.0,0.25,0.001,,True,False,50.0,3,0.027540606533947954,0.00558659217877095,0.03333333333333333,0.013969258647927755,0.004201680672268907,0.05555555555555555,0.01056234041849772,0.019794849227298534,0.27859944105148315,0.004796163069544364,0.041666666666666664,clf_images/saved_models/clf_enemy/12_Oct_2019__23_42_19,92,
93,93,TrialState.COMPLETE,0.0,2019-10-12 23:42:33.220061,2019-10-12 23:43:28.982037,4,40.0,0.25,0.001,,True,False,50.0,3,0.021961402001394608,0.0,0.0,0.014218641877913666,0.0,0.0,0.010623772939046225,0.01794254079444498,0.2896491289138794,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_43_16,93,
94,94,TrialState.COMPLETE,0.15903614457831325,2019-10-12 23:43:29.469351,2019-10-12 23:45:30.254246,4,40.0,0.5,0.001,,True,False,50.0,3,0.03457244261332359,0.0683453237410072,0.5757575757575758,0.06373110029953617,0.16279069767441862,0.7777777777777778,0.02463555335998535,0.04146157602270348,0.22736845910549164,0.09065934065934066,0.6470588235294118,clf_images/saved_models/clf_enemy/12_Oct_2019__23_45_18,94,
95,95,TrialState.COMPLETE,0.0,2019-10-12 23:45:30.807470,2019-10-12 23:46:27.729271,4,50.0,0.25,0.001,,True,False,50.0,3,0.020047743154400263,0.0,0.0,0.01601290840724035,0.0,0.0,0.01056687037150065,0.018207681154321843,0.3142756223678589,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_46_15,95,
96,96,TrialState.COMPLETE,0.012345679012345678,2019-10-12 23:46:28.287559,2019-10-12 23:47:25.702745,4,50.0,0.25,0.001,,True,False,50.0,3,0.022719112230831746,0.011450381679389313,0.1,0.017175883879764108,0.0,0.0,0.01099721590677897,0.02049169627241187,0.2828117609024048,0.00684931506849315,0.0625,clf_images/saved_models/clf_enemy/12_Oct_2019__23_47_12,96,
97,97,TrialState.COMPLETE,0.008988764044943821,2019-10-12 23:47:26.478085,2019-10-12 23:48:26.684562,4,40.0,0.25,0.001,,True,False,50.0,3,0.02380958267197066,0.009009009009009009,0.06666666666666667,0.01757433655260364,0.0,0.0,0.01060334841410319,0.02106104848837059,0.299231618642807,0.005037783375314861,0.041666666666666664,clf_images/saved_models/clf_enemy/12_Oct_2019__23_48_14,97,
98,98,TrialState.COMPLETE,0.0,2019-10-12 23:48:27.248165,2019-10-12 23:49:27.205695,4,50.0,0.25,0.001,,True,False,50.0,3,0.021890384773194285,0.0,0.0,0.012359441779143257,0.0,0.0,0.011096556981404623,0.01651001372816548,0.30155226588249207,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_49_13,98,
99,99,TrialState.COMPLETE,0.008676789587852495,2019-10-12 23:49:27.991316,2019-10-12 23:50:29.764419,4,40.0,0.25,0.001,,True,False,50.0,3,0.025332452721383836,0.007936507936507936,0.06666666666666667,0.01663598259498809,0.0,0.0,0.010709206263224283,0.021942303350077016,0.2855214774608612,0.004842615012106538,0.041666666666666664,clf_images/saved_models/clf_enemy/12_Oct_2019__23_50_16,99,
100,100,TrialState.COMPLETE,0.0,2019-10-12 23:50:31.360803,2019-10-12 23:51:32.350159,4,40.0,0.25,0.001,,True,False,50.0,3,0.02533886565419024,0.0,0.0,0.02063811285151644,0.0,0.0,0.010115226109822592,0.02337591393439239,0.28599315881729126,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_51_19,100,
101,101,TrialState.COMPLETE,0.0,2019-10-12 23:51:33.320432,2019-10-12 23:52:38.304875,4,50.0,0.25,0.001,,True,False,50.0,3,0.02269166377065166,0.0,0.0,0.014786725979998753,0.0,0.0,0.010691563288370768,0.018568992865478612,0.3062264025211334,0.0,0.0,clf_images/saved_models/clf_enemy/12_Oct_2019__23_52_24,101,
102,102,TrialState.COMPLETE,0.011342155009451797,2019-10-12 23:52:38.879235,2019-10-12 23:53:41.356731,4,50.0,0.25,0.001,,True,False,50.0,3,0.022384806071097958,0.004629629629629629,0.03333333333333333,0.014888752463036824,0.007547169811320755,0.1111111111111111,0.010558605194091797,0.018254963646698374,0.28457242250442505,0.006237006237006237,0.0625,clf_images/saved_models/clf_enemy/12_Oct_2019__23_53_27,102,
103,103,TrialState.COMPLETE,0.0042194092827004225,2019-10-12 23:53:41.910742,2019-10-12 23:54:45.305814,4,50.0,0.25,0.001,,True,False,50.0,3,0.028495408610005768,0.005154639175257732,0.03333333333333333,0.014990156468310664,0.0,0.0,0.01047817866007487,0.021140435612650686,0.28627046942710876,0.002347417840375587,0.020833333333333332,clf_images/saved_models/clf_enemy/12_Oct_2019__23_54_31,103,
104,104,TrialState.COMPLETE,0.008456659619450316,2019-10-12 23:54:45.792168,2019-10-12 23:55:46.147541,4,40.0,0.25,0.001,,True,False,50.0,3,0.025735982185866195,0.0047169811320754715,0.03333333333333333,0.016692169456089687,0.004694835680751174,0.05555555555555555,0.010703404744466146,0.021203436041295848,0.2955656945705414,0.004705882352941176,0.041666666666666664,clf_images/saved_models/clf_enemy/12_Oct_2019__23_55_33,104,
105,105,TrialState.COMPLETE,0.015037593984962407,2019-10-12 23:55:46.690020,2019-10-12 23:56:51.435399,4,50.0,0.25,0.001,,True,False,50.0,3,0.026068068538794988,0.017699115044247787,0.13333333333333333,0.013123893873432562,0.0,0.0,0.010567506154378256,0.01916807460560593,0.24780115485191345,0.008264462809917356,0.08333333333333333,clf_images/saved_models/clf_enemy/12_Oct_2019__23_56_38,105,
106,106,TrialState.COMPLETE,0.04839857651245552,2019-10-12 23:56:52.223995,2019-10-12 23:59:24.369082,1,50.0,0.25,0.001,,False,False,50.0,3,0.015809202774074473,0.029154518950437316,0.6060606060606061,0.009647052071991902,0.020958083832335328,0.7777777777777778,0.09601060549418132,0.012769087065809214,0.3698982894420624,0.025110782865583457,0.6666666666666666,clf_images/saved_models/clf_enemy/12_Oct_2019__23_59_07,106,
107,107,TrialState.COMPLETE,0.018499486125385406,2019-10-12 23:59:24.957513,2019-10-13 00:00:33.935137,1,50.0,0.25,0.001,,True,False,50.0,3,0.015619295993337478,0.014925373134328358,0.2,0.00863557913867877,0.0057361376673040155,0.16666666666666666,0.010836362838745117,0.011670664733892609,0.6240094304084778,0.00972972972972973,0.1875,clf_images/saved_models/clf_enemy/13_Oct_2019__00_00_14,107,
108,108,TrialState.COMPLETE,0.0042194092827004225,2019-10-13 00:00:34.506272,2019-10-13 00:01:36.577871,4,50.0,0.25,0.001,,True,False,50.0,3,0.02393276922173077,0.0,0.0,0.014346458686994103,0.004464285714285714,0.05555555555555555,0.011031389236450195,0.018892080114263604,0.25020328164100647,0.002347417840375587,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_01_20,108,
109,109,TrialState.COMPLETE,0.0,2019-10-13 00:01:37.327756,2019-10-13 00:02:35.343871,4,50.0,0.25,0.001,,True,False,50.0,3,0.02337028023923793,0.0,0.0,0.016502575893700966,0.0,0.0,0.010904709498087565,0.01992727112734206,0.2871778905391693,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_02_23,109,
